	KPSS	signal	gross	net	market
288	0.09339125680659412	-1.0	-0.0027717895337091374	-0.00278581978414022	0.002353711326488428
289	0.09976268865171202	-1.0	0.011988698750603684	0.011987841207063466	0.012289184036080147
290	0.15987330183143147	1.0	0.00427710319481322	0.004044369219462248	0.014827297215913804
291	0.2065157433238499	1.0	0.00841599564832886	0.008412903534758565	-0.0021079145460738413
292	0.2615201080787579	-1.0	0.0028104810745960204	0.0025836635357848097	0.004812335824971425
293	0.07184993513530015	1.0	0.00796936766591753	0.007714826653025163	0.003751234813537785
294	0.08871282791347745	1.0	-0.001739032142038779	-0.0017458818137510465	0.008210832780053412
295	0.1447884500213397	1.0	-0.005706904004285391	-0.005735044859727537	0.013648979133831007
296	0.12343478787544986	1.0	-0.010794798522954379	-0.010796652007269337	-0.0033687022311144066
297	0.13161034234273183	1.0	0.008862679653483897	0.008858616886381216	0.026211650818398713
298	0.1364816149866383	1.0	-0.00709089207302868	-0.007094699340379875	0.012041579421169235
299	0.1937354965047942	1.0	0.01282362446181095	0.012819484141236938	-0.007799170822611612
300	0.2679214903182718	1.0	0.011910803648454036	0.01189954704575498	-0.0053130910724373814
301	0.26511087470601896	1.0	-0.03500649223331764	-0.03501090076581433	-0.05894405927443824
302	0.2667615863676898	1.0	0.008806053086573106	0.008790259648630576	0.013060843963234703
303	0.15360529535825776	-1.0	-0.004182986187737684	-0.004488185711628234	0.008312217041285264
304	0.1317329309700833	-1.0	-0.0045230416024720456	-0.004525715584829105	0.01896239819380252
305	0.12791196662216586	1.0	0.003105892669027376	0.0027652679016203405	-0.0036002995561740248
306	0.08602251595961924	-1.0	-0.0027060891666430727	-0.0030515504518006547	0.0005942198825281686
307	0.04643932554411637	-1.0	-0.00010250154337189746	-0.0001077903977782194	-0.005649494809462974
308	0.1002814748084716	-1.0	-0.001973492840938893	-0.0019791897547371635	0.006495095537691675
309	0.1750077593726054	-1.0	-0.003932761008924853	-0.0039340510474046375	0.004307419569164139
310	0.20556972782314173	-1.0	0.000867462790529832	0.0008663530316403136	-0.025855145939064572
311	0.12823322784032298	-1.0	-0.0108101872780965	-0.010814449731120718	0.010959447267809841
312	0.05312343585112003	-1.0	-0.0003294944197719252	-0.0003343715803289592	-0.024226905044785974
313	0.04565984594203116	1.0	0.004939631462117233	0.004607810270346569	0.014685678433118632
314	0.04539636422411562	-1.0	-0.004429062508582252	-0.0047660474477212115	0.015409875731554612
315	0.048802068769122624	-1.0	0.001348401507842476	0.0013467079969908936	0.005022132820864389
316	0.04745417070442862	-1.0	-0.0029088367114454283	-0.0029098436102470665	0.004541250844364075
317	0.05826407178733493	-1.0	0.0020106830417838555	0.002007712502401884	0.01588172586745884
318	0.07676888933943335	-1.0	-0.0023734689568268774	-0.0023740838107564224	-0.010818532028197159
319	0.11862312258916927	1.0	0.007038552706392259	0.006697063953738923	0.007827461915415501
320	0.13205815878827362	1.0	0.0071129779623037865	0.007108983465146542	-0.005643606159361103
321	0.13804182041249646	0.0	0.0	-0.00016745951310789505	0.01046620127324438
322	0.10615584403715886	1.0	0.0016458580932302983	0.0014766328921071198	-0.009362541127788226
323	0.14925948478727843	1.0	-0.0045789096276568735	-0.004586683975114865	0.013406370782667931
324	0.20987539839720512	1.0	-0.019407517152681113	-0.019416311311915353	0.009082050740923053
325	0.2909170111763228	1.0	0.004468008550086147	0.004464614471989428	-0.0034061012455366413
326	0.3196710367058177	1.0	-0.002591748019560327	-0.002599307640844363	0.002848612194617406
327	0.3168327478875395	1.0	-0.0025627948459585187	-0.002563153061452051	0.0084069387471426
328	0.33057763824967207	1.0	-0.003657165473628767	-0.0036585505209671366	0.0016790373419135474
329	0.3533888802664914	1.0	-0.003440595706784965	-0.0034544613882266486	0.005747082068739751
